,neighborhood,category,year,time,value
73989,Roxbury,Medical Assistance,2012,08,26
73990,Roxbury,Medical Assistance,2012,09,17
73991,Roxbury,Medical Assistance,2012,10,20
73992,Roxbury,Medical Assistance,2012,11,14
73993,Roxbury,Medical Assistance,2012,12,15
73994,Roxbury,Medical Assistance,2013,01,40
73995,Roxbury,Medical Assistance,2013,02,54
73996,Roxbury,Medical Assistance,2013,03,42
73997,Roxbury,Medical Assistance,2013,04,38
73998,Roxbury,Medical Assistance,2013,05,27
73999,Roxbury,Medical Assistance,2013,06,39
74000,Roxbury,Medical Assistance,2013,07,38
74001,Roxbury,Medical Assistance,2013,08,48
74002,Roxbury,Medical Assistance,2013,09,49
74003,Roxbury,Medical Assistance,2013,10,37
74004,Roxbury,Medical Assistance,2013,11,46
74005,Roxbury,Medical Assistance,2013,12,36
74006,Roxbury,Medical Assistance,2014,01,44
74007,Roxbury,Medical Assistance,2014,02,46
74008,Roxbury,Medical Assistance,2014,03,49
74009,Roxbury,Medical Assistance,2014,04,54
74010,Roxbury,Medical Assistance,2014,05,53
74011,Roxbury,Medical Assistance,2014,06,46
74012,Roxbury,Medical Assistance,2014,07,55
74013,Roxbury,Medical Assistance,2014,08,56
74014,Roxbury,Medical Assistance,2014,09,53
74015,Roxbury,Medical Assistance,2014,10,62
74016,Roxbury,Medical Assistance,2014,11,58
74017,Roxbury,Medical Assistance,2014,12,60
74018,Roxbury,Medical Assistance,2015,00,12
74019,Roxbury,Medical Assistance,2015,01,30
74020,Roxbury,Medical Assistance,2015,02,27
74021,Roxbury,Medical Assistance,2015,03,24
74022,Roxbury,Medical Assistance,2015,04,18
74023,Roxbury,Medical Assistance,2015,05,40
74024,Roxbury,Medical Assistance,2015,06,45
74025,Roxbury,Medical Assistance,2015,07,25
74026,Roxbury,Medical Assistance,2015,08,30
74027,Roxbury,Medical Assistance,2015,09,40
74028,Roxbury,Medical Assistance,2015,10,39
74029,Roxbury,Medical Assistance,2015,11,40
74030,Roxbury,Medical Assistance,2015,12,47
74031,Roxbury,Medical Assistance,2015,13,22
74032,Roxbury,Medical Assistance,2015,14,24
74033,Roxbury,Medical Assistance,2015,15,15
74034,Roxbury,Medical Assistance,2015,16,21
74035,Roxbury,Medical Assistance,2015,17,18
74036,Roxbury,Medical Assistance,2015,18,22
74037,Roxbury,Medical Assistance,2015,19,18
74038,Roxbury,Medical Assistance,2015,20,15
74039,Roxbury,Medical Assistance,2015,21,16
74040,Roxbury,Medical Assistance,2015,22,18
74041,Roxbury,Medical Assistance,2015,23,14
74042,Roxbury,Medical Assistance,2016,00,34
74043,Roxbury,Medical Assistance,2016,01,15
74044,Roxbury,Medical Assistance,2016,02,16
74045,Roxbury,Medical Assistance,2016,03,7
74046,Roxbury,Medical Assistance,2016,04,11
74047,Roxbury,Medical Assistance,2016,05,13
74048,Roxbury,Medical Assistance,2016,06,17
74049,Roxbury,Medical Assistance,2016,07,17
74050,Roxbury,Medical Assistance,2016,08,34
74051,Roxbury,Medical Assistance,2016,09,35
74052,Roxbury,Medical Assistance,2016,10,49
74053,Roxbury,Medical Assistance,2016,11,45
74054,Roxbury,Medical Assistance,2016,12,43
74055,Roxbury,Medical Assistance,2016,13,40
74056,Roxbury,Medical Assistance,2016,14,37
74057,Roxbury,Medical Assistance,2016,15,30
74058,Roxbury,Medical Assistance,2016,16,57
74059,Roxbury,Medical Assistance,2016,17,46
74060,Roxbury,Medical Assistance,2016,18,48
74061,Roxbury,Medical Assistance,2016,19,41
74062,Roxbury,Medical Assistance,2016,20,38
74063,Roxbury,Medical Assistance,2016,21,56
74064,Roxbury,Medical Assistance,2016,22,35
74065,Roxbury,Medical Assistance,2016,23,26
74066,Roxbury,Medical Assistance,2017,00,31
74067,Roxbury,Medical Assistance,2017,01,21
74068,Roxbury,Medical Assistance,2017,02,14
74069,Roxbury,Medical Assistance,2017,03,15
74070,Roxbury,Medical Assistance,2017,04,11
74071,Roxbury,Medical Assistance,2017,05,22
74072,Roxbury,Medical Assistance,2017,06,22
74073,Roxbury,Medical Assistance,2017,07,22
74074,Roxbury,Medical Assistance,2017,08,34
74075,Roxbury,Medical Assistance,2017,09,40
74076,Roxbury,Medical Assistance,2017,10,46
74077,Roxbury,Medical Assistance,2017,11,55
74078,Roxbury,Medical Assistance,2017,12,58
74079,Roxbury,Medical Assistance,2017,13,58
74080,Roxbury,Medical Assistance,2017,14,46
74081,Roxbury,Medical Assistance,2017,15,47
74082,Roxbury,Medical Assistance,2017,16,58
74083,Roxbury,Medical Assistance,2017,17,60
74084,Roxbury,Medical Assistance,2017,18,51
74085,Roxbury,Medical Assistance,2017,19,58
74086,Roxbury,Medical Assistance,2017,20,33
74087,Roxbury,Medical Assistance,2017,21,47
74088,Roxbury,Medical Assistance,2017,22,40
74089,Roxbury,Medical Assistance,2017,23,41
74090,Roxbury,Medical Assistance,2018,00,27
74091,Roxbury,Medical Assistance,2018,01,23
74092,Roxbury,Medical Assistance,2018,02,24
74093,Roxbury,Medical Assistance,2018,03,19
74094,Roxbury,Medical Assistance,2018,04,16
74095,Roxbury,Medical Assistance,2018,05,13
74096,Roxbury,Medical Assistance,2018,06,15
74097,Roxbury,Medical Assistance,2018,07,23
74098,Roxbury,Medical Assistance,2018,08,32
74099,Roxbury,Medical Assistance,2018,09,39
74100,Roxbury,Medical Assistance,2018,10,50
74101,Roxbury,Medical Assistance,2018,11,40
74102,Roxbury,Medical Assistance,2018,12,53
74103,Roxbury,Medical Assistance,2018,13,59
74104,Roxbury,Medical Assistance,2018,14,54
74105,Roxbury,Medical Assistance,2018,15,59
74106,Roxbury,Medical Assistance,2018,16,52
74107,Roxbury,Medical Assistance,2018,17,63
74108,Roxbury,Medical Assistance,2018,18,50
74109,Roxbury,Medical Assistance,2018,19,56
74110,Roxbury,Medical Assistance,2018,20,51
74111,Roxbury,Medical Assistance,2018,21,55
74112,Roxbury,Medical Assistance,2018,22,31
74113,Roxbury,Medical Assistance,2018,23,21
74114,Roxbury,Medical Assistance,2019,00,26
74115,Roxbury,Medical Assistance,2019,01,22
74116,Roxbury,Medical Assistance,2019,02,16
74117,Roxbury,Medical Assistance,2019,03,12
74118,Roxbury,Medical Assistance,2019,04,12
74119,Roxbury,Medical Assistance,2019,05,8
74120,Roxbury,Medical Assistance,2019,06,14
74121,Roxbury,Medical Assistance,2019,07,19
74122,Roxbury,Medical Assistance,2019,08,30
74123,Roxbury,Medical Assistance,2019,09,45
74124,Roxbury,Medical Assistance,2019,10,39
74125,Roxbury,Medical Assistance,2019,11,30
74126,Roxbury,Medical Assistance,2019,12,24
74127,Roxbury,Medical Assistance,2019,13,37
74128,Roxbury,Medical Assistance,2019,14,36
74129,Roxbury,Medical Assistance,2019,15,53
74130,Roxbury,Medical Assistance,2019,16,51
74131,Roxbury,Medical Assistance,2019,17,33
74132,Roxbury,Medical Assistance,2019,18,51
74133,Roxbury,Medical Assistance,2019,19,50
74134,Roxbury,Medical Assistance,2019,20,53
74135,Roxbury,Medical Assistance,2019,21,28
74136,Roxbury,Medical Assistance,2019,22,33
74137,Roxbury,Medical Assistance,2019,23,34
74138,Roxbury,Missing Person Located,2015,00,7
74139,Roxbury,Missing Person Located,2015,01,2
74140,Roxbury,Missing Person Located,2015,02,3
74141,Roxbury,Missing Person Located,2015,03,2
74142,Roxbury,Missing Person Located,2015,05,3
74143,Roxbury,Missing Person Located,2015,06,3
74144,Roxbury,Missing Person Located,2015,07,3
74145,Roxbury,Missing Person Located,2015,08,4
74146,Roxbury,Missing Person Located,2015,09,7
74147,Roxbury,Missing Person Located,2015,10,3
74148,Roxbury,Missing Person Located,2015,11,3
74149,Roxbury,Missing Person Located,2015,12,5
74150,Roxbury,Missing Person Located,2015,13,5
74151,Roxbury,Missing Person Located,2015,14,2
74152,Roxbury,Missing Person Located,2015,15,4
74153,Roxbury,Missing Person Located,2015,16,6
74154,Roxbury,Missing Person Located,2015,17,7
74155,Roxbury,Missing Person Located,2015,18,7
74156,Roxbury,Missing Person Located,2015,19,5
74157,Roxbury,Missing Person Located,2015,20,4
74158,Roxbury,Missing Person Located,2015,21,9
74159,Roxbury,Missing Person Located,2015,22,14
74160,Roxbury,Missing Person Located,2015,23,3
74161,Roxbury,Missing Person Located,2016,00,4
74162,Roxbury,Missing Person Located,2016,01,7
74163,Roxbury,Missing Person Located,2016,02,6
74164,Roxbury,Missing Person Located,2016,03,3
74165,Roxbury,Missing Person Located,2016,04,1
74166,Roxbury,Missing Person Located,2016,05,2
74167,Roxbury,Missing Person Located,2016,06,6
74168,Roxbury,Missing Person Located,2016,07,14
74169,Roxbury,Missing Person Located,2016,08,19
74170,Roxbury,Missing Person Located,2016,09,10
74171,Roxbury,Missing Person Located,2016,10,14
74172,Roxbury,Missing Person Located,2016,11,8
74173,Roxbury,Missing Person Located,2016,12,12
74174,Roxbury,Missing Person Located,2016,13,14
74175,Roxbury,Missing Person Located,2016,14,13
74176,Roxbury,Missing Person Located,2016,15,19
74177,Roxbury,Missing Person Located,2016,16,22
74178,Roxbury,Missing Person Located,2016,17,19
74179,Roxbury,Missing Person Located,2016,18,18
74180,Roxbury,Missing Person Located,2016,19,20
74181,Roxbury,Missing Person Located,2016,20,16
74182,Roxbury,Missing Person Located,2016,21,11
74183,Roxbury,Missing Person Located,2016,22,11
74184,Roxbury,Missing Person Located,2016,23,12
74185,Roxbury,Missing Person Located,2017,00,16
74186,Roxbury,Missing Person Located,2017,01,2
74187,Roxbury,Missing Person Located,2017,02,3
74188,Roxbury,Missing Person Located,2017,03,2
74189,Roxbury,Missing Person Located,2017,04,6
74190,Roxbury,Missing Person Located,2017,05,1
74191,Roxbury,Missing Person Located,2017,06,5
74192,Roxbury,Missing Person Located,2017,07,10
74193,Roxbury,Missing Person Located,2017,08,14
74194,Roxbury,Missing Person Located,2017,09,10
74195,Roxbury,Missing Person Located,2017,10,15
74196,Roxbury,Missing Person Located,2017,11,11
74197,Roxbury,Missing Person Located,2017,12,13
74198,Roxbury,Missing Person Located,2017,13,12
74199,Roxbury,Missing Person Located,2017,14,10
74200,Roxbury,Missing Person Located,2017,15,13
74201,Roxbury,Missing Person Located,2017,16,33
74202,Roxbury,Missing Person Located,2017,17,18
74203,Roxbury,Missing Person Located,2017,18,17
74204,Roxbury,Missing Person Located,2017,19,12
74205,Roxbury,Missing Person Located,2017,20,16
74206,Roxbury,Missing Person Located,2017,21,13
74207,Roxbury,Missing Person Located,2017,22,27
74208,Roxbury,Missing Person Located,2017,23,16
74209,Roxbury,Missing Person Located,2018,00,26
74210,Roxbury,Missing Person Located,2018,01,6
74211,Roxbury,Missing Person Located,2018,02,2
74212,Roxbury,Missing Person Located,2018,03,2
74213,Roxbury,Missing Person Located,2018,04,1
74214,Roxbury,Missing Person Located,2018,05,3
74215,Roxbury,Missing Person Located,2018,06,11
74216,Roxbury,Missing Person Located,2018,07,13
74217,Roxbury,Missing Person Located,2018,08,12
74218,Roxbury,Missing Person Located,2018,09,4
74219,Roxbury,Missing Person Located,2018,10,15
74220,Roxbury,Missing Person Located,2018,11,10
74221,Roxbury,Missing Person Located,2018,12,9
74222,Roxbury,Missing Person Located,2018,13,21
74223,Roxbury,Missing Person Located,2018,14,10
74224,Roxbury,Missing Person Located,2018,15,14
74225,Roxbury,Missing Person Located,2018,16,20
74226,Roxbury,Missing Person Located,2018,17,36
74227,Roxbury,Missing Person Located,2018,18,17
74228,Roxbury,Missing Person Located,2018,19,23
74229,Roxbury,Missing Person Located,2018,20,12
74230,Roxbury,Missing Person Located,2018,21,12
74231,Roxbury,Missing Person Located,2018,22,34
74232,Roxbury,Missing Person Located,2018,23,31
74233,Roxbury,Missing Person Located,2019,00,13
74234,Roxbury,Missing Person Located,2019,01,8
74235,Roxbury,Missing Person Located,2019,02,2
74236,Roxbury,Missing Person Located,2019,03,1
74237,Roxbury,Missing Person Located,2019,04,4
74238,Roxbury,Missing Person Located,2019,05,2
74239,Roxbury,Missing Person Located,2019,06,7
74240,Roxbury,Missing Person Located,2019,07,14
74241,Roxbury,Missing Person Located,2019,08,23
74242,Roxbury,Missing Person Located,2019,09,12
74243,Roxbury,Missing Person Located,2019,10,11
74244,Roxbury,Missing Person Located,2019,11,6
74245,Roxbury,Missing Person Located,2019,12,12
74246,Roxbury,Missing Person Located,2019,13,9
74247,Roxbury,Missing Person Located,2019,14,23
74248,Roxbury,Missing Person Located,2019,15,16
74249,Roxbury,Missing Person Located,2019,16,25
74250,Roxbury,Missing Person Located,2019,17,14
74251,Roxbury,Missing Person Located,2019,18,19
74252,Roxbury,Missing Person Located,2019,19,18
74253,Roxbury,Missing Person Located,2019,20,13
74254,Roxbury,Missing Person Located,2019,21,18
74255,Roxbury,Missing Person Located,2019,22,75
74256,Roxbury,Missing Person Located,2019,23,36
74257,Roxbury,Missing Person Reported,2015,00,8
74258,Roxbury,Missing Person Reported,2015,01,1
74259,Roxbury,Missing Person Reported,2015,02,1
74260,Roxbury,Missing Person Reported,2015,05,2
74261,Roxbury,Missing Person Reported,2015,06,3
74262,Roxbury,Missing Person Reported,2015,07,3
74263,Roxbury,Missing Person Reported,2015,08,6
74264,Roxbury,Missing Person Reported,2015,09,8
74265,Roxbury,Missing Person Reported,2015,10,4
74266,Roxbury,Missing Person Reported,2015,11,3
74267,Roxbury,Missing Person Reported,2015,12,3
74268,Roxbury,Missing Person Reported,2015,13,4
74269,Roxbury,Missing Person Reported,2015,14,2
74270,Roxbury,Missing Person Reported,2015,15,4
74271,Roxbury,Missing Person Reported,2015,16,4
74272,Roxbury,Missing Person Reported,2015,17,7
74273,Roxbury,Missing Person Reported,2015,18,8
74274,Roxbury,Missing Person Reported,2015,19,5
74275,Roxbury,Missing Person Reported,2015,20,3
74276,Roxbury,Missing Person Reported,2015,21,6
74277,Roxbury,Missing Person Reported,2015,22,11
74278,Roxbury,Missing Person Reported,2015,23,3
74279,Roxbury,Missing Person Reported,2016,00,6
74280,Roxbury,Missing Person Reported,2016,01,1
74281,Roxbury,Missing Person Reported,2016,02,6
74282,Roxbury,Missing Person Reported,2016,03,4
74283,Roxbury,Missing Person Reported,2016,04,1
74284,Roxbury,Missing Person Reported,2016,05,1
74285,Roxbury,Missing Person Reported,2016,06,4
74286,Roxbury,Missing Person Reported,2016,07,7
74287,Roxbury,Missing Person Reported,2016,08,11
74288,Roxbury,Missing Person Reported,2016,09,7
74289,Roxbury,Missing Person Reported,2016,10,12
74290,Roxbury,Missing Person Reported,2016,11,5
74291,Roxbury,Missing Person Reported,2016,12,11
74292,Roxbury,Missing Person Reported,2016,13,9
74293,Roxbury,Missing Person Reported,2016,14,9
74294,Roxbury,Missing Person Reported,2016,15,13
74295,Roxbury,Missing Person Reported,2016,16,14
74296,Roxbury,Missing Person Reported,2016,17,15
74297,Roxbury,Missing Person Reported,2016,18,25
74298,Roxbury,Missing Person Reported,2016,19,22
74299,Roxbury,Missing Person Reported,2016,20,12
74300,Roxbury,Missing Person Reported,2016,21,10
74301,Roxbury,Missing Person Reported,2016,22,12
74302,Roxbury,Missing Person Reported,2016,23,11
74303,Roxbury,Missing Person Reported,2017,00,10
74304,Roxbury,Missing Person Reported,2017,01,1
74305,Roxbury,Missing Person Reported,2017,02,2
74306,Roxbury,Missing Person Reported,2017,03,2
74307,Roxbury,Missing Person Reported,2017,04,4
74308,Roxbury,Missing Person Reported,2017,05,1
74309,Roxbury,Missing Person Reported,2017,06,2
74310,Roxbury,Missing Person Reported,2017,07,8
74311,Roxbury,Missing Person Reported,2017,08,12
74312,Roxbury,Missing Person Reported,2017,09,5
74313,Roxbury,Missing Person Reported,2017,10,9
74314,Roxbury,Missing Person Reported,2017,11,10
74315,Roxbury,Missing Person Reported,2017,12,12
74316,Roxbury,Missing Person Reported,2017,13,13
74317,Roxbury,Missing Person Reported,2017,14,9
74318,Roxbury,Missing Person Reported,2017,15,7
74319,Roxbury,Missing Person Reported,2017,16,24
74320,Roxbury,Missing Person Reported,2017,17,17
74321,Roxbury,Missing Person Reported,2017,18,13
74322,Roxbury,Missing Person Reported,2017,19,10
74323,Roxbury,Missing Person Reported,2017,20,16
74324,Roxbury,Missing Person Reported,2017,21,9
74325,Roxbury,Missing Person Reported,2017,22,23
74326,Roxbury,Missing Person Reported,2017,23,8
74327,Roxbury,Missing Person Reported,2018,00,20
74328,Roxbury,Missing Person Reported,2018,01,5
74329,Roxbury,Missing Person Reported,2018,02,1
74330,Roxbury,Missing Person Reported,2018,03,2
74331,Roxbury,Missing Person Reported,2018,04,1
74332,Roxbury,Missing Person Reported,2018,05,1
74333,Roxbury,Missing Person Reported,2018,06,8
74334,Roxbury,Missing Person Reported,2018,07,8
74335,Roxbury,Missing Person Reported,2018,08,9
74336,Roxbury,Missing Person Reported,2018,10,9
74337,Roxbury,Missing Person Reported,2018,11,5
74338,Roxbury,Missing Person Reported,2018,12,5
74339,Roxbury,Missing Person Reported,2018,13,12
74340,Roxbury,Missing Person Reported,2018,14,2
74341,Roxbury,Missing Person Reported,2018,15,8
74342,Roxbury,Missing Person Reported,2018,16,11
74343,Roxbury,Missing Person Reported,2018,17,19
74344,Roxbury,Missing Person Reported,2018,18,2
74345,Roxbury,Missing Person Reported,2018,19,11
74346,Roxbury,Missing Person Reported,2018,20,7
74347,Roxbury,Missing Person Reported,2018,21,1
74348,Roxbury,Missing Person Reported,2018,22,17
74349,Roxbury,Missing Person Reported,2018,23,14
74350,Roxbury,Missing Person Reported,2019,00,8
74351,Roxbury,Missing Person Reported,2019,01,2
74352,Roxbury,Missing Person Reported,2019,02,1
74353,Roxbury,Missing Person Reported,2019,03,1
74354,Roxbury,Missing Person Reported,2019,04,3
74355,Roxbury,Missing Person Reported,2019,06,5
74356,Roxbury,Missing Person Reported,2019,07,3
74357,Roxbury,Missing Person Reported,2019,08,15
74358,Roxbury,Missing Person Reported,2019,09,6
74359,Roxbury,Missing Person Reported,2019,10,10
74360,Roxbury,Missing Person Reported,2019,11,2
74361,Roxbury,Missing Person Reported,2019,12,6
74362,Roxbury,Missing Person Reported,2019,13,2
74363,Roxbury,Missing Person Reported,2019,14,15
74364,Roxbury,Missing Person Reported,2019,15,7
74365,Roxbury,Missing Person Reported,2019,16,8
74366,Roxbury,Missing Person Reported,2019,17,6
74367,Roxbury,Missing Person Reported,2019,18,6
74368,Roxbury,Missing Person Reported,2019,19,5
74369,Roxbury,Missing Person Reported,2019,20,4
74370,Roxbury,Missing Person Reported,2019,21,10
74371,Roxbury,Missing Person Reported,2019,22,29
74372,Roxbury,Missing Person Reported,2019,23,18
74373,Roxbury,Motor Vehicle Accident Response,2012,01,29
74374,Roxbury,Motor Vehicle Accident Response,2012,02,23
74375,Roxbury,Motor Vehicle Accident Response,2012,03,22
74376,Roxbury,Motor Vehicle Accident Response,2012,04,32
74377,Roxbury,Motor Vehicle Accident Response,2012,05,35
74378,Roxbury,Motor Vehicle Accident Response,2012,06,23
74379,Roxbury,Motor Vehicle Accident Response,2012,07,33
74380,Roxbury,Motor Vehicle Accident Response,2012,08,25
74381,Roxbury,Motor Vehicle Accident Response,2012,09,21
74382,Roxbury,Motor Vehicle Accident Response,2012,10,33
74383,Roxbury,Motor Vehicle Accident Response,2012,11,27
74384,Roxbury,Motor Vehicle Accident Response,2012,12,28
74385,Roxbury,Motor Vehicle Accident Response,2013,01,54
74386,Roxbury,Motor Vehicle Accident Response,2013,02,61
74387,Roxbury,Motor Vehicle Accident Response,2013,03,51
74388,Roxbury,Motor Vehicle Accident Response,2013,04,60
74389,Roxbury,Motor Vehicle Accident Response,2013,05,66
74390,Roxbury,Motor Vehicle Accident Response,2013,06,49
74391,Roxbury,Motor Vehicle Accident Response,2013,07,61
74392,Roxbury,Motor Vehicle Accident Response,2013,08,66
74393,Roxbury,Motor Vehicle Accident Response,2013,09,66
74394,Roxbury,Motor Vehicle Accident Response,2013,10,54
74395,Roxbury,Motor Vehicle Accident Response,2013,11,48
74396,Roxbury,Motor Vehicle Accident Response,2013,12,54
74397,Roxbury,Motor Vehicle Accident Response,2014,01,54
74398,Roxbury,Motor Vehicle Accident Response,2014,02,57
74399,Roxbury,Motor Vehicle Accident Response,2014,03,41
74400,Roxbury,Motor Vehicle Accident Response,2014,04,59
74401,Roxbury,Motor Vehicle Accident Response,2014,05,71
74402,Roxbury,Motor Vehicle Accident Response,2014,06,55
74403,Roxbury,Motor Vehicle Accident Response,2014,07,58
74404,Roxbury,Motor Vehicle Accident Response,2014,08,81
74405,Roxbury,Motor Vehicle Accident Response,2014,09,62
74406,Roxbury,Motor Vehicle Accident Response,2014,10,55
74407,Roxbury,Motor Vehicle Accident Response,2014,11,45
74408,Roxbury,Motor Vehicle Accident Response,2014,12,43
74409,Roxbury,Motor Vehicle Accident Response,2015,00,26
74410,Roxbury,Motor Vehicle Accident Response,2015,01,33
74411,Roxbury,Motor Vehicle Accident Response,2015,02,33
74412,Roxbury,Motor Vehicle Accident Response,2015,03,33
74413,Roxbury,Motor Vehicle Accident Response,2015,04,32
74414,Roxbury,Motor Vehicle Accident Response,2015,05,30
74415,Roxbury,Motor Vehicle Accident Response,2015,06,37
74416,Roxbury,Motor Vehicle Accident Response,2015,07,58
74417,Roxbury,Motor Vehicle Accident Response,2015,08,59
74418,Roxbury,Motor Vehicle Accident Response,2015,09,50
74419,Roxbury,Motor Vehicle Accident Response,2015,10,52
74420,Roxbury,Motor Vehicle Accident Response,2015,11,47
74421,Roxbury,Motor Vehicle Accident Response,2015,12,59
74422,Roxbury,Motor Vehicle Accident Response,2015,13,35
74423,Roxbury,Motor Vehicle Accident Response,2015,14,33
74424,Roxbury,Motor Vehicle Accident Response,2015,15,35
74425,Roxbury,Motor Vehicle Accident Response,2015,16,57
74426,Roxbury,Motor Vehicle Accident Response,2015,17,52
74427,Roxbury,Motor Vehicle Accident Response,2015,18,41
74428,Roxbury,Motor Vehicle Accident Response,2015,19,26
74429,Roxbury,Motor Vehicle Accident Response,2015,20,29
74430,Roxbury,Motor Vehicle Accident Response,2015,21,30
74431,Roxbury,Motor Vehicle Accident Response,2015,22,35
74432,Roxbury,Motor Vehicle Accident Response,2015,23,35
74433,Roxbury,Motor Vehicle Accident Response,2016,00,38
74434,Roxbury,Motor Vehicle Accident Response,2016,01,22
74435,Roxbury,Motor Vehicle Accident Response,2016,02,34
74436,Roxbury,Motor Vehicle Accident Response,2016,03,22
74437,Roxbury,Motor Vehicle Accident Response,2016,04,12
74438,Roxbury,Motor Vehicle Accident Response,2016,05,20
74439,Roxbury,Motor Vehicle Accident Response,2016,06,25
74440,Roxbury,Motor Vehicle Accident Response,2016,07,47
74441,Roxbury,Motor Vehicle Accident Response,2016,08,56
74442,Roxbury,Motor Vehicle Accident Response,2016,09,57
74443,Roxbury,Motor Vehicle Accident Response,2016,10,56
74444,Roxbury,Motor Vehicle Accident Response,2016,11,53
74445,Roxbury,Motor Vehicle Accident Response,2016,12,56
74446,Roxbury,Motor Vehicle Accident Response,2016,13,67
74447,Roxbury,Motor Vehicle Accident Response,2016,14,55
74448,Roxbury,Motor Vehicle Accident Response,2016,15,70
74449,Roxbury,Motor Vehicle Accident Response,2016,16,80
74450,Roxbury,Motor Vehicle Accident Response,2016,17,77
74451,Roxbury,Motor Vehicle Accident Response,2016,18,70
74452,Roxbury,Motor Vehicle Accident Response,2016,19,55
74453,Roxbury,Motor Vehicle Accident Response,2016,20,50
74454,Roxbury,Motor Vehicle Accident Response,2016,21,49
74455,Roxbury,Motor Vehicle Accident Response,2016,22,55
74456,Roxbury,Motor Vehicle Accident Response,2016,23,47
74457,Roxbury,Motor Vehicle Accident Response,2017,00,31
74458,Roxbury,Motor Vehicle Accident Response,2017,01,25
74459,Roxbury,Motor Vehicle Accident Response,2017,02,25
74460,Roxbury,Motor Vehicle Accident Response,2017,03,19
74461,Roxbury,Motor Vehicle Accident Response,2017,04,13
74462,Roxbury,Motor Vehicle Accident Response,2017,05,12
74463,Roxbury,Motor Vehicle Accident Response,2017,06,30
74464,Roxbury,Motor Vehicle Accident Response,2017,07,43
74465,Roxbury,Motor Vehicle Accident Response,2017,08,57
74466,Roxbury,Motor Vehicle Accident Response,2017,09,68
74467,Roxbury,Motor Vehicle Accident Response,2017,10,45
74468,Roxbury,Motor Vehicle Accident Response,2017,11,65
74469,Roxbury,Motor Vehicle Accident Response,2017,12,50
74470,Roxbury,Motor Vehicle Accident Response,2017,13,67
74471,Roxbury,Motor Vehicle Accident Response,2017,14,67
74472,Roxbury,Motor Vehicle Accident Response,2017,15,94
74473,Roxbury,Motor Vehicle Accident Response,2017,16,101
74474,Roxbury,Motor Vehicle Accident Response,2017,17,86
74475,Roxbury,Motor Vehicle Accident Response,2017,18,67
74476,Roxbury,Motor Vehicle Accident Response,2017,19,77
74477,Roxbury,Motor Vehicle Accident Response,2017,20,58
74478,Roxbury,Motor Vehicle Accident Response,2017,21,59
74479,Roxbury,Motor Vehicle Accident Response,2017,22,54
74480,Roxbury,Motor Vehicle Accident Response,2017,23,36
74481,Roxbury,Motor Vehicle Accident Response,2018,00,31
74482,Roxbury,Motor Vehicle Accident Response,2018,01,30
74483,Roxbury,Motor Vehicle Accident Response,2018,02,29
74484,Roxbury,Motor Vehicle Accident Response,2018,03,20
74485,Roxbury,Motor Vehicle Accident Response,2018,04,16
74486,Roxbury,Motor Vehicle Accident Response,2018,05,16
74487,Roxbury,Motor Vehicle Accident Response,2018,06,33
74488,Roxbury,Motor Vehicle Accident Response,2018,07,42
74489,Roxbury,Motor Vehicle Accident Response,2018,08,55
74490,Roxbury,Motor Vehicle Accident Response,2018,09,57
74491,Roxbury,Motor Vehicle Accident Response,2018,10,46
74492,Roxbury,Motor Vehicle Accident Response,2018,11,56
74493,Roxbury,Motor Vehicle Accident Response,2018,12,74
74494,Roxbury,Motor Vehicle Accident Response,2018,13,44
74495,Roxbury,Motor Vehicle Accident Response,2018,14,61
74496,Roxbury,Motor Vehicle Accident Response,2018,15,81
74497,Roxbury,Motor Vehicle Accident Response,2018,16,80
74498,Roxbury,Motor Vehicle Accident Response,2018,17,84
74499,Roxbury,Motor Vehicle Accident Response,2018,18,61
74500,Roxbury,Motor Vehicle Accident Response,2018,19,60
74501,Roxbury,Motor Vehicle Accident Response,2018,20,70
74502,Roxbury,Motor Vehicle Accident Response,2018,21,56
74503,Roxbury,Motor Vehicle Accident Response,2018,22,55
74504,Roxbury,Motor Vehicle Accident Response,2018,23,30
74505,Roxbury,Motor Vehicle Accident Response,2019,00,25
74506,Roxbury,Motor Vehicle Accident Response,2019,01,20
74507,Roxbury,Motor Vehicle Accident Response,2019,02,19
74508,Roxbury,Motor Vehicle Accident Response,2019,03,16
74509,Roxbury,Motor Vehicle Accident Response,2019,04,8
74510,Roxbury,Motor Vehicle Accident Response,2019,05,15
74511,Roxbury,Motor Vehicle Accident Response,2019,06,18
74512,Roxbury,Motor Vehicle Accident Response,2019,07,30
74513,Roxbury,Motor Vehicle Accident Response,2019,08,50
74514,Roxbury,Motor Vehicle Accident Response,2019,09,34
74515,Roxbury,Motor Vehicle Accident Response,2019,10,39
74516,Roxbury,Motor Vehicle Accident Response,2019,11,45
74517,Roxbury,Motor Vehicle Accident Response,2019,12,49
74518,Roxbury,Motor Vehicle Accident Response,2019,13,56
74519,Roxbury,Motor Vehicle Accident Response,2019,14,41
74520,Roxbury,Motor Vehicle Accident Response,2019,15,49
74521,Roxbury,Motor Vehicle Accident Response,2019,16,68
74522,Roxbury,Motor Vehicle Accident Response,2019,17,65
74523,Roxbury,Motor Vehicle Accident Response,2019,18,42
74524,Roxbury,Motor Vehicle Accident Response,2019,19,51
74525,Roxbury,Motor Vehicle Accident Response,2019,20,33
74526,Roxbury,Motor Vehicle Accident Response,2019,21,44
74527,Roxbury,Motor Vehicle Accident Response,2019,22,31
